Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Peso
Abner M. C. Araújo,Homem,Manuel M. Oliveira Neto,Homem,1
Acacia Terra,Mulher,Braulio Mello,Homem,1
Acacia Terra,Mulher,Edimar Roque Martello Junior,Homem,1
Acacia Terra,Mulher,Ricardo Parizotto,Homem,1
Adauto Filho,Homem,Bruno Santos,Homem,1
Adauto Filho,Homem,Franciely Souza,Mulher,1
Adauto Filho,Homem,Hígor Santos,Homem,1
Adauto Filho,Homem,Irandir Amorim,Homem,1
Adauto Filho,Homem,Maria Silva,Mulher,1
Adenauer C. Yamin,Homem,Amanda Argou,Mulher,1
Adenauer C. Yamin,Homem,Ana M. Pernas,Mulher,4
Adenauer C. Yamin,Homem,Ana Marilza Pernas,Mulher,6
Adenauer C. Yamin,Homem,Anderson Cardoso,Homem,1
Adenauer C. Yamin,Homem,Bruno Mota,Homem,1
Adenauer C. Yamin,Homem,Cláudio Geyer,Homem,2
Adenauer C. Yamin,Homem,Diórgenes Y. L. da Rosa,Homem,1
Adenauer C. Yamin,Homem,Douglas Scheunemann,Homem,1
Adenauer C. Yamin,Homem,Eduardo Abreu,Homem,1
Adenauer C. Yamin,Homem,Felipe Haertel,Homem,2
Adenauer C. Yamin,Homem,Gerson Cavalheiro,Homem,3
Adenauer C. Yamin,Homem,Gerson G. H. Cavalheiro,Homem,1
Adenauer C. Yamin,Homem,Huberto Filho,Homem,1
Adenauer C. Yamin,Homem,Jorge Aranda,Homem,1
Adenauer C. Yamin,Homem,Jorge Barbosa,Homem,3
Adenauer C. Yamin,Homem,João Ladislau Lopes,Homem,1
Adenauer C. Yamin,Homem,João Lopes,Homem,5
Adenauer C. Yamin,Homem,João Tavares,Homem,1
Adenauer C. Yamin,Homem,Juliano Carvalho,Homem,1
Adenauer C. Yamin,Homem,Leandro Camargo,Homem,2
Adenauer C. Yamin,Homem,Leonardo João,Homem,1
Adenauer C. Yamin,Homem,Lucas Dias,Homem,1
