Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Peso
Abner M. C. Araújo,Homem,Manuel M. Oliveira Neto,Homem,1
Acacia Terra,Mulher,Braulio Mello,Homem,1
Acacia Terra,Mulher,Edimar Roque Martello Junior,Homem,1
Acacia Terra,Mulher,Ricardo Parizotto,Homem,1
Adauto Filho,Homem,Bruno Santos,Homem,1
Adauto Filho,Homem,Franciely Souza,Mulher,1
Adauto Filho,Homem,Hígor Santos,Homem,1
Adauto Filho,Homem,Irandir Amorim,Homem,1
Adauto Filho,Homem,Maria Silva,Mulher,1
Adenauer Yamin,Homem,Ana Marilza Pernas,Mulher,2
Adenauer Yamin,Homem,Ana Pernas,Mulher,1
Adenauer Yamin,Homem,Bruno Mota,Homem,1
Adenauer Yamin,Homem,Felipe Haertel,Homem,2
Adenauer Yamin,Homem,Jorge Aranda,Homem,1
Adenauer Yamin,Homem,Jorge Barbosa,Homem,3
Adenauer Yamin,Homem,João Lopes,Homem,2
Adenauer Yamin,Homem,João Tavares,Homem,1
Adenauer Yamin,Homem,Juliano Carvalho,Homem,1
Adenauer Yamin,Homem,Leandro Camargo,Homem,2
Adenauer Yamin,Homem,Lucas Dias,Homem,1
Adenauer Yamin,Homem,Mauricio Tavares,Homem,1
Adenauer Yamin,Homem,Patrick Fernandes,Homem,1
Adenauer Yamin,Homem,Renata Reiser,Mulher,1
Adenauer Yamin,Homem,Renato Dilli,Homem,1
Adenauer Yamin,Homem,Rodrigo Real,Homem,1
Adenauer Yamin,Homem,Roger Machado,Homem,2
Adenauer Yamin,Homem,Rogério Albandes,Homem,2
Adiel de Almeida Filho,Homem,Diogo Lima Silva,Homem,1
Adiel de Almeida Filho,Homem,Julio Cezar Silva,Homem,1
Adilson Costa,Homem,Bruno Martini,Homem,1
Adilson Costa,Homem,Gilson Helfer,Homem,1
Adilson Costa,Homem,Jorge Barbosa,Homem,1
Adilson Costa,Homem,Ronaldo Santos,Homem,1
