Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Peso
Adriano Kamimura Suzuki,Homem,Matheus Henrique Junqueira Saldanha,Homem,1
Alfredo Goldman,Homem,Danilo Carastan-Santos,Homem,1
Alfredo Goldman,Homem,Denis Trystram,Homem,1
Alfredo Goldman,Homem,Lucas de Sousa Rosa,Homem,1
Andre Aquino,Homem,Israel L. C. Vasconcelos,Homem,1
Andre L. L. Aquino,Homem,Eduardo G. Gomes,Homem,1
André G. Pereira,Homem,Frederico Messa,Homem,1
Antônio Pereira,Homem,Felipe Viegas,Homem,2
Antônio Pereira,Homem,Leonardo Rocha,Homem,2
Antônio Pereira,Homem,Pablo Cecilio,Homem,1
Ariadne Costa,Mulher,Luciana Trento Raineri,Mulher,1
Ariadne Costa,Mulher,Rafael Silva Del Lama,Homem,1
Ariadne Costa,Mulher,Raquel Mariana Candido,Mulher,1
Ariadne Costa,Mulher,Renato Tinos,Homem,1
Atílio G. Luiz,Homem,Luisa Frickes,Mulher,1
Atílio G. Luiz,Homem,Simone Dantas,Mulher,1
Bruno Gadelha,Homem,Gustavo Martins,Homem,1
Bruno Gadelha,Homem,Rosiane Freitas,Mulher,1
Carlos Daniel Schmitt Bunn,Homem,Daniella Martins Vasconcellos,Mulher,1
Carlos Daniel Schmitt Bunn,Homem,Eric Carvalho da Silveira,Homem,1
Carlos Daniel Schmitt Bunn,Homem,Guilherme Tomaselli Borchardt,Homem,1
Carlos Daniel Schmitt Bunn,Homem,Isabela Gasparini,Mulher,1
Carlos Daniel Schmitt Bunn,Homem,Laís Pisetta Van Vossen,Mulher,1
Carlos Daniel Schmitt Bunn,Homem,Maria Teresa Silva Santos,Mulher,1
Caroline Aparecida de Paula Silva,Mulher,Cândida N. da Silva,Mulher,1
Caroline Aparecida de Paula Silva,Mulher,Orlando Lee,Homem,1
Christian Reis Fagundes Gomes,Homem,Felipe Augusto Resende Viegas,Homem,1
Christian Reis Fagundes Gomes,Homem,Leonardo Chaves Dutra da Rocha,Homem,1
Christian Reis Fagundes Gomes,Homem,Washington Luiz Miranda da Cunha,Homem,1
Cleiton M. Marques,Homem,Cristina Meinhardt,Mulher,1
Cleiton M. Marques,Homem,Paulo F. Butzen,Homem,1
Cristina Meinhardt,Mulher,Paulo F. Butzen,Homem,1
Cândida N. da Silva,Mulher,Lucas Rigo Yoshimura,Homem,1
Cândida N. da Silva,Mulher,Maycon Sambinelli,Homem,1
Cândida N. da Silva,Mulher,Orlando Lee,Homem,2
Dalcimar Casanova,Homem,Lucas Caldeira de Oliveira,Homem,1
Dalcimar Casanova,Homem,Marcelo Teixeira,Homem,1
Daniel Ratton Figueiredo,Homem,Henrique José dos S. Ferreira Júnior ,Homem,1
Daniella Martins Vasconcellos,Mulher,Eric Carvalho da Silveira,Homem,1
Daniella Martins Vasconcellos,Mulher,Guilherme Tomaselli Borchardt,Homem,1
Daniella Martins Vasconcellos,Mulher,Isabela Gasparini,Mulher,1
Daniella Martins Vasconcellos,Mulher,Laís Pisetta Van Vossen,Mulher,1
Daniella Martins Vasconcellos,Mulher,Maria Teresa Silva Santos,Mulher,1
Danielle L. Pinto,Mulher,Hannah O. Plath,Mulher,1
Danielle L. Pinto,Mulher,Maria Estela O. Paiva,Mulher,1
Danielle L. Pinto,Mulher,Paula D. P. Costa,Mulher,1
Danilo Carastan-Santos,Homem,Denis Trystram,Homem,1
Danilo Carastan-Santos,Homem,Lucas de Sousa Rosa,Homem,1
